artist;title;Duracion;Milisegundos;Reproducciones;First stream;Last stream;Skips;Skip %;Meses
Miley Cyrus;We Can't Stop;0:34:42;2082210;10;01/12/2022;10/05/2023;8;0.4444444444444444;{12: 694770, 1: 462480, 3: 231240, 4: 231240, 5: 462480}
Imagine Dragons;Enemy (with JID) - from the series Arcane League of Legends;0:34:40;2080572;12;01/12/2022;23/11/2023;13;0.52;{12: 346762, 1: 346762, 3: 173381, 4: 173381, 5: 520143, 6: 173381, 10: 173381, 11: 173381}
Alessia Cara;Scars To Your Beautiful;0:34:34;2074258;10;23/01/2023;26/10/2023;2;0.16666666666666666;{1: 2210, 2: 230226, 5: 460452, 6: 460452, 10: 920918}
Harry Styles;Treat People With Kindness;0:34:31;2071856;13;10/12/2022;05/10/2023;4;0.23529411764705882;{12: 197346, 3: 197346, 5: 197346, 6: 498252, 7: 873510, 10: 108056}
Taylor Swift;Karma (feat. Ice Spice);0:34:28;2068123;12;26/05/2023;16/11/2023;3;0.2;{5: 224127, 6: 604479, 7: 201493, 8: 542686, 9: 92352, 11: 402986}
Dua Lipa;Hallucinate;0:34:23;2063238;10;07/12/2022;23/05/2023;4;0.2857142857142857;{12: 208505, 1: 208505, 2: 625515, 3: 395198, 5: 625515}
Queen;Another One Bites The Dust - Remastered 2011;0:34:23;2063216;10;15/12/2022;24/10/2023;2;0.16666666666666666;{12: 214653, 2: 214653, 3: 214653, 5: 643959, 6: 214653, 10: 560645}
Bruno Mars;It Will Rain;0:34:21;2061760;8;18/01/2023;31/10/2023;1;0.1111111111111111;{1: 257720, 3: 257720, 4: 257720, 5: 515440, 6: 515440, 10: 257720}
Niall Horan;Slow Hands;0:34:19;2059882;11;02/12/2022;24/11/2023;4;0.26666666666666666;{12: 376348, 3: 178142, 4: 188174, 5: 376348, 6: 188174, 7: 188174, 10: 376348, 11: 188174}
One Direction;Save You Tonight;0:34:19;2059217;11;02/12/2022;23/11/2023;7;0.3888888888888889;{12: 823680, 2: 205920, 5: 205920, 10: 411840, 11: 411857}
Cast of High School Musical: The Musical: The Series;Born to Be Brave;0:34:17;2057795;11;14/12/2022;14/11/2023;2;0.15384615384615385;{12: 395928, 2: 189870, 3: 569610, 7: 189870, 11: 712517}
High School Musical Cast;"Right Here; Right Now";0:34:11;2051995;10;23/01/2023;05/10/2023;5;0.3333333333333333;{1: 832, 5: 471466, 6: 1108231, 7: 235733, 10: 235733}
One Direction;Strong;0:33:48;2028103;11;08/12/2022;06/11/2023;2;0.15384615384615385;{12: 553119, 2: 184373, 3: 368746, 5: 184373, 6: 368746, 10: 184373, 11: 184373}
Olivia Rodrigo;"Granted - From ""High School Musical: The Musical: The Series (Season 2)""";0:33:40;2020657;13;02/12/2022;01/06/2023;4;0.23529411764705882;{12: 326217, 1: 308080, 2: 154040, 3: 154040, 4: 308080, 5: 616160, 6: 154040}
Harry Styles;Satellite;0:33:26;2006237;10;09/12/2022;07/11/2023;4;0.2857142857142857;{12: 218577, 3: 218577, 7: 874308, 10: 476198, 11: 218577}
Lewis Capaldi;Someone You Loved;0:33:24;2004850;12;25/01/2023;07/11/2023;5;0.29411764705882354;{1: 183250, 2: 364320, 4: 364320, 5: 546480, 6: 182160, 10: 182160, 11: 182160}
One Direction;Infinity;0:33:15;1995840;8;20/12/2022;17/06/2023;2;0.2;{12: 249480, 2: 249480, 3: 997920, 6: 498960}
Harry Styles;Golden;0:33:10;1990586;10;09/12/2022;08/11/2023;4;0.2857142857142857;{12: 208906, 2: 208906, 6: 417812, 7: 835624, 10: 110432, 11: 208906}
Avicii;Broken Arrows;0:33:04;1984821;10;18/01/2023;15/06/2023;7;0.4117647058823529;{1: 233930, 2: 698280, 3: 232760, 4: 121571, 5: 465520, 6: 232760}
Katy Perry;Last Friday Night (T.G.I.F.);0:33:04;1984711;9;02/01/2023;27/07/2023;3;0.25;{1: 455419, 2: 185771, 3: 230746, 5: 230733, 6: 461466, 7: 420576}
One Direction;Act My Age;0:33:01;1981196;10;03/12/2022;23/11/2023;3;0.23076923076923078;{12: 794612, 3: 198653, 6: 397306, 11: 590625}
Niall Horan;Small Talk;0:32:58;1978803;11;01/12/2022;15/06/2023;4;0.26666666666666666;{12: 395683, 1: 395780, 4: 791560, 5: 197890, 6: 197890}
FLETCHER;Bitter;0:32:54;1974302;12;15/12/2022;13/09/2023;5;0.29411764705882354;{12: 194749, 3: 389404, 5: 194760, 6: 416349, 7: 584280, 9: 194760}
One Direction;Little Things;0:32:46;1966456;9;12/01/2023;06/11/2023;4;0.3076923076923077;{1: 657120, 2: 219040, 3: 219040, 5: 219040, 7: 214136, 10: 219040, 11: 219040}
Selena Gomez;Dance Again;0:32:40;1960789;14;02/12/2022;14/11/2023;13;0.48148148148148145;{12: 343641, 2: 467556, 3: 170498, 5: 170498, 6: 315414, 7: 53161, 10: 269523, 11: 170498}
Miley Cyrus;River;0:32:35;1955676;12;10/03/2023;24/10/2023;2;0.14285714285714285;{3: 1303784, 5: 162973, 6: 325946, 10: 162973}
Demi Lovato;This Is Me;0:32:33;1953903;11;27/01/2023;08/11/2023;4;0.26666666666666666;{1: 189173, 3: 189173, 4: 182800, 6: 326978, 7: 119914, 9: 189173, 10: 567519, 11: 189173}
Zac Efron;Gotta Go My Own Way;0:32:33;1953620;11;23/01/2023;14/11/2023;4;0.26666666666666666;{1: 224562, 2: 152781, 5: 443717, 6: 687840, 10: 222360, 11: 222360}
One Direction;End of the Day;0:32:29;1949730;10;02/12/2022;25/10/2023;3;0.23076923076923078;{12: 779892, 2: 194973, 3: 389946, 4: 194973, 7: 194973, 10: 194973}
One Direction;Story of My Life;0:32:22;1942383;8;09/12/2022;23/11/2023;1;0.1111111111111111;{12: 469425, 3: 490986, 6: 490986, 11: 490986}
One Direction;Illusion;0:32:22;1942000;10;20/12/2022;16/10/2023;3;0.23076923076923078;{12: 194200, 2: 194200, 3: 971000, 4: 194200, 5: 194200, 10: 194200}
Niall Horan;No Judgement;0:32:16;1936512;12;03/12/2022;24/10/2023;6;0.3333333333333333;{12: 352566, 1: 273723, 2: 252525, 4: 176283, 5: 528849, 6: 176283, 10: 176283}
Taylor Swift;Mine - POP Mix;0:31:39;1899087;10;23/01/2023;29/06/2023;5;0.3333333333333333;{1: 768, 2: 461092, 3: 461092, 5: 745589, 6: 230546}
FLETCHER;Girl Of My Dreams;0:31:39;1899046;11;05/01/2023;06/10/2023;5;0.3125;{1: 5482, 2: 212986, 3: 212986, 4: 233256, 5: 1021350, 10: 212986}
Demi Lovato;Skyscraper;0:31:32;1892024;9;18/02/2023;24/10/2023;2;0.18181818181818182;{2: 220093, 3: 221293, 4: 663879, 5: 221293, 9: 221293, 10: 344173}
High School Musical Cast;Just Wanna Be With You;0:31:26;1886316;12;18/01/2023;08/11/2023;3;0.2;{1: 158200, 3: 158200, 4: 158200, 5: 316400, 6: 626758, 7: 156186, 10: 156186, 11: 156186}
FLETCHER;Wasted Youth;0:31:20;1880611;10;19/01/2023;16/10/2023;6;0.375;{1: 6480, 2: 353339, 3: 422712, 5: 219616, 6: 439232, 7: 219616, 10: 219616}
Louis Tomlinson;Just Like You;0:31:08;1868183;10;11/12/2022;14/11/2023;4;0.2857142857142857;{12: 410434, 2: 205217, 5: 205217, 6: 636881, 7: 205217, 11: 205217}
Queen;Too Much Love Will Kill You - Remastered 2011;0:31:04;1864288;9;27/01/2023;25/08/2023;3;0.25;{1: 259213, 3: 892332, 5: 259772, 6: 259772, 7: 22028, 8: 171171}
Harry Styles;Adore You;0:31:04;1864197;9;06/12/2022;20/10/2023;3;0.25;{12: 414266, 4: 207133, 6: 414266, 7: 621399, 10: 207133}
Selena Gomez;Come & Get It;0:30:55;1855888;8;03/12/2022;03/05/2023;4;0.3333333333333333;{12: 231986, 1: 231986, 2: 231986, 3: 695958, 4: 231986, 5: 231986}
One Direction;Na Na Na;0:30:53;1853631;10;03/12/2022;05/10/2023;2;0.16666666666666666;{12: 371306, 1: 185653, 2: 182754, 3: 185653, 5: 185653, 6: 371306, 7: 185653, 10: 185653}
Joshua Bassett;would you love me now?;0:30:50;1850814;9;06/12/2022;24/10/2023;2;0.18181818181818182;{12: 822584, 2: 616938, 10: 411292}
Louis Tomlinson;We Made It;0:30:44;1844160;11;10/12/2022;22/10/2023;3;0.21428571428571427;{12: 604863, 3: 806477, 4: 29570, 6: 201625, 10: 201625}
One Direction;Last First Kiss;0:30:31;1831914;9;11/12/2022;31/10/2023;5;0.35714285714285715;{12: 203546, 3: 203546, 4: 407092, 5: 203546, 6: 407092, 10: 407092}
Austin Moon;Not A Love Song;0:30:26;1826680;11;23/01/2023;23/07/2023;4;0.26666666666666666;{1: 183406, 3: 365172, 5: 547758, 6: 547758, 7: 182586}
Miley Cyrus;Do My Thang;0:30:22;1822613;8;04/12/2022;07/11/2023;2;0.2;{12: 469655, 1: 225493, 2: 225493, 3: 225493, 6: 225493, 10: 225493, 11: 225493}
Niall Horan;Science;0:30:20;1820643;12;09/06/2023;26/10/2023;2;0.14285714285714285;{6: 994578, 10: 826065}
Niall Horan;Put A Little Love On Me;0:30:18;1818076;10;08/12/2022;15/06/2023;2;0.16666666666666666;{12: 303770, 1: 224760, 2: 615791, 3: 224585, 6: 449170}
Hannah Montana;Nobody's Perfect;0:30:07;1807434;9;08/12/2022;14/11/2023;6;0.4;{12: 401652, 1: 200826, 3: 602478, 4: 200826, 5: 200826, 11: 200826}
Miley Cyrus;WTF Do I Know;0:30:04;1804648;11;09/12/2022;01/08/2023;3;0.21428571428571427;{12: 410822, 3: 740450, 4: 171800, 6: 343600, 8: 137976}
Niall Horan;On The Loose;0:30:04;1804452;9;10/12/2022;14/11/2023;1;0.1;{12: 223814, 1: 447628, 3: 163877, 4: 223814, 5: 223814, 7: 73877, 10: 223814, 11: 223814}
FLETCHER;Strangers;0:29:48;1788683;10;31/01/2023;31/10/2023;4;0.2857142857142857;{1: 184328, 3: 867043, 5: 184328, 6: 368656, 10: 184328}
Niall Horan;Arms Of A Stranger;0:29:43;1783183;11;03/12/2022;24/10/2023;4;0.26666666666666666;{12: 500199, 1: 160373, 2: 160373, 4: 160373, 6: 641492, 10: 160373}
Why Don't We;What Am I;0:29:39;1779273;10;15/12/2022;20/10/2023;4;0.2857142857142857;{12: 184665, 1: 184665, 2: 369330, 3: 184665, 5: 184665, 6: 184665, 10: 486618}
Dua Lipa;Running;0:29:35;1775568;8;02/12/2022;25/10/2023;2;0.2;{12: 887784, 2: 221946, 3: 221946, 6: 221946, 10: 221946}
Kelly Clarkson;Stronger (What Doesn't Kill You);0:29:32;1772792;8;22/02/2023;23/10/2023;1;0.1111111111111111;{2: 221946, 3: 221946, 4: 443892, 5: 221946, 6: 221946, 10: 441116}
Avril Lavigne;What the Hell;0:29:25;1765648;8;19/01/2023;26/10/2023;3;0.2727272727272727;{1: 220706, 3: 220706, 6: 220706, 7: 220706, 10: 882824}
Harry Styles;Love Of My Life;0:29:24;1764542;10;01/12/2022;16/10/2023;2;0.16666666666666666;{12: 574914, 5: 191638, 6: 806352, 10: 191638}
One Direction;Live While We're Young;0:29:19;1759532;9;11/12/2022;26/10/2023;4;0.3076923076923077;{12: 200213, 2: 200213, 3: 358041, 5: 200213, 6: 400426, 10: 400426}
Calvin Harris;One Kiss (with Dua Lipa);0:29:11;1751085;9;09/12/2022;23/10/2023;1;0.1;{12: 214846, 1: 214846, 3: 429692, 4: 214846, 6: 429692, 7: 32317, 10: 214846}
High School Musical Cast;A Night to Remember;0:29:05;1745946;8;27/03/2023;03/10/2023;3;0.2727272727272727;{3: 236400, 4: 327546, 6: 709200, 8: 236400, 10: 236400}
One Direction;Midnight Memories;0:28:55;1735980;10;08/12/2022;08/11/2023;0;0.0;{12: 352640, 1: 149100, 3: 352640, 4: 176320, 6: 176320, 7: 176320, 10: 176320, 11: 176320}
High School Musical Cast;We're All In This Together;0:28:45;1725259;8;24/02/2023;03/11/2023;4;0.3333333333333333;{2: 462852, 3: 231426, 4: 415319, 6: 152810, 10: 231426, 11: 231426}
Harry Styles;Daydreaming;0:28:39;1719976;11;02/12/2022;08/11/2023;4;0.26666666666666666;{12: 374684, 2: 187328, 5: 187342, 6: 187342, 7: 595938, 11: 187342}
Niall Horan;Everywhere;0:28:38;1718502;12;08/12/2022;23/11/2023;2;0.14285714285714285;{12: 168924, 1: 197513, 5: 506772, 6: 337848, 10: 169597, 11: 337848}
Hannah Montana;Let's Get Crazy;0:28:35;1715815;12;13/12/2022;08/11/2023;4;0.25;{12: 2815, 2: 311200, 3: 311480, 4: 155600, 5: 467360, 6: 155600, 10: 155880, 11: 155880}
The Weeknd;Save Your Tears (with Ariana Grande) (Remix);0:28:34;1714188;9;12/12/2022;31/10/2023;1;0.1;{12: 377097, 2: 191013, 6: 573039, 8: 191013, 10: 382026}
Selena Gomez & The Scene;A Year Without Rain;0:28:26;1706840;8;03/12/2022;08/11/2023;2;0.2;{12: 703038, 5: 468692, 6: 234346, 7: 130880, 11: 169884}
Cast Of Camp Rock;We Rock;0:28:22;1702640;9;26/01/2023;23/11/2023;8;0.47058823529411764;{1: 165360, 3: 384320, 5: 192160, 6: 192160, 7: 192160, 10: 192160, 11: 384320}
Miley Cyrus;High;0:28:13;1693110;9;02/12/2022;14/11/2023;3;0.25;{12: 393520, 1: 196760, 2: 196760, 3: 512550, 7: 196760, 11: 196760}
Bizarrap;"Ptazeta: Bzrp Music Sessions; Vol. 45";0:28:12;1692475;11;21/12/2022;09/05/2023;8;0.42105263157894735;{12: 322970, 1: 441636, 2: 161485, 3: 281929, 4: 161485, 5: 322970}
One Direction;Summer Love;0:28:12;1692224;9;11/12/2022;04/10/2023;3;0.25;{12: 208040, 2: 265243, 3: 416080, 4: 208040, 6: 208040, 10: 386781}
One Direction;Change My Mind;0:28:08;1688261;10;11/12/2022;14/11/2023;1;0.09090909090909091;{12: 212893, 1: 212893, 2: 61596, 5: 322879, 6: 425786, 8: 26428, 10: 212893, 11: 212893}
Britney Spears;Oops!...I Did It Again;0:28:08;1688052;8;23/01/2023;02/08/2023;3;0.2727272727272727;{1: 210853, 3: 210853, 4: 210853, 5: 422320, 6: 422013, 8: 211160}
One Direction;Fireproof;0:28:07;1687580;10;08/12/2022;23/10/2023;1;0.09090909090909091;{12: 174080, 1: 120860, 3: 696320, 4: 174080, 6: 348160, 10: 174080}
One Direction;History;0:28:06;1686834;9;08/12/2022;23/10/2023;2;0.18181818181818182;{12: 562278, 1: 187426, 3: 374852, 4: 187426, 6: 187426, 10: 187426}
One Direction;I Want to Write You a Song;0:28:05;1685625;10;10/12/2022;03/10/2023;5;0.3333333333333333;{12: 432534, 1: 179013, 3: 358026, 5: 179013, 6: 358026, 10: 179013}
Niall Horan;On My Own;0:28:04;1684767;7;11/12/2022;24/06/2023;5;0.4166666666666667;{12: 240681, 1: 240681, 3: 240681, 5: 240681, 6: 722043}
One Direction;Hey Angel;0:28:01;1681728;8;04/12/2022;03/10/2023;5;0.38461538461538464;{12: 481728, 3: 480000, 6: 240000, 7: 240000, 10: 240000}
Olivia Rodrigo;favorite crime;0:27:59;1679326;11;01/12/2022;06/11/2023;2;0.15384615384615385;{12: 305332, 1: 152666, 3: 305332, 4: 305332, 5: 305332, 10: 152666, 11: 152666}
Harry Styles;Woman;0:27:52;1672255;8;20/12/2022;06/10/2023;3;0.2727272727272727;{12: 5867, 1: 272388, 5: 557600, 6: 278800, 7: 278800, 10: 278800}
Queen;Love Of My Life - Remastered 2011;0:27:49;1669037;9;24/01/2023;02/07/2023;6;0.4;{1: 810, 2: 217386, 4: 376860, 5: 217386, 6: 643256, 7: 213339}
Axwell /\ Ingrosso;Sun Is Shining;0:27:40;1660747;7;02/02/2023;10/05/2023;2;0.2222222222222222;{2: 642135, 3: 509306, 4: 254653, 5: 254653}
Timbaland;If We Ever Meet Again (Featuring Katy Perry);0:27:39;1659801;7;24/01/2023;23/11/2023;4;0.36363636363636365;{1: 219900, 3: 292706, 6: 585412, 11: 561783}
One Direction;I Want;0:27:35;1655409;11;13/12/2022;08/11/2023;6;0.35294117647058826;{12: 345084, 1: 95223, 7: 347172, 10: 520758, 11: 347172}
One Direction;Heart Attack;0:27:32;1652557;10;10/12/2022;23/11/2023;3;0.23076923076923078;{12: 528360, 2: 176120, 5: 352240, 6: 352240, 10: 67477, 11: 176120}
Niall Horan;Still;0:27:26;1646283;8;08/12/2022;13/06/2023;3;0.2727272727272727;{12: 755649, 3: 488153, 4: 150598, 6: 251883}
Selena Gomez;Single Soon;0:27:13;1633175;10;25/08/2023;23/11/2023;0;0.0;{8: 171655, 9: 686620, 10: 603245, 11: 171655}
Selena Gomez;Fun;0:27:12;1632966;9;11/12/2022;24/06/2023;4;0.3076923076923077;{12: 568146, 1: 496674, 6: 568146}
Dua Lipa;Levitating;0:27:11;1631346;9;23/01/2023;23/11/2023;3;0.25;{1: 890, 4: 203807, 5: 815228, 8: 203807, 10: 203807, 11: 203807}
Conan Gray;Disaster;0:27:06;1626995;11;10/03/2023;16/10/2023;3;0.21428571428571427;{3: 153096, 4: 306192, 5: 148603, 7: 306192, 8: 153096, 9: 253624, 10: 306192}
Bridgit Mendler;Somebody;0:27:00;1620838;9;23/01/2023;17/06/2023;4;0.3076923076923077;{1: 1070, 3: 547972, 5: 445198, 6: 626598}
Olivia Rodrigo;"1 step forward; 3 steps back";0:26:58;1618960;10;06/12/2022;11/10/2023;5;0.3333333333333333;{12: 320745, 2: 163586, 3: 807457, 4: 163586, 10: 163586}
Miley Cyrus;Goodbye;0:26:55;1615782;7;11/12/2022;19/05/2023;3;0.3;{12: 230826, 1: 230826, 2: 461652, 3: 461652, 5: 230826}
Jason Mraz;I'm Yours;0:26:48;1608814;9;01/02/2023;06/11/2023;6;0.4;{2: 2010, 3: 729386, 5: 486988, 6: 242946, 10: 45816, 11: 101668}
Bizarrap;"Villano Antillano: Bzrp Music Sessions; Vol. 51";0:26:47;1607360;10;01/12/2022;14/11/2023;3;0.23076923076923078;{12: 14285, 1: 187500, 3: 93075, 4: 187500, 5: 375000, 7: 375000, 8: 187500, 11: 187500}
Louis Tomlinson;Too Young;0:26:44;1604862;7;11/12/2022;23/05/2023;2;0.2222222222222222;{12: 229266, 1: 229266, 2: 229266, 3: 458532, 4: 229266, 5: 229266}
Dua Lipa;Boys Will Be Boys;0:26:43;1603232;10;11/12/2022;07/11/2023;7;0.4117647058823529;{12: 166266, 1: 273104, 3: 332532, 6: 332532, 11: 498798}
Harry Styles;Daylight;0:26:41;1601567;10;11/12/2022;20/07/2023;6;0.375;{12: 164533, 1: 164533, 2: 329066, 4: 164533, 5: 285303, 6: 329066, 7: 164533}
Bea Miller;like that;0:26:41;1601244;9;31/01/2023;25/10/2023;2;0.18181818181818182;{1: 182655, 2: 185546, 3: 371092, 5: 185546, 6: 185546, 10: 490859}
Maggie Lindemann;Pretty Girl - Cheat Codes X CADE Remix;0:26:31;1591384;9;02/01/2023;23/11/2023;6;0.4;{1: 580839, 3: 387226, 5: 236093, 7: 193613, 11: 193613}
Steve Aoki;Just Hold On;0:26:30;1590192;8;09/01/2023;04/10/2023;2;0.2;{1: 596322, 5: 397548, 6: 198774, 7: 198774, 10: 198774}
Avicii;The Nights;0:26:29;1589922;9;15/02/2023;26/10/2023;3;0.25;{2: 353316, 3: 176658, 4: 176658, 5: 353316, 6: 176658, 7: 176658, 10: 176658}
One Direction;Diana;0:26:29;1589330;9;16/12/2022;23/11/2023;7;0.4375;{12: 184666, 1: 184666, 3: 369332, 5: 369332, 6: 296668, 11: 184666}
One Direction;Little Black Dress;0:26:29;1589303;10;13/12/2022;24/07/2023;1;0.09090909090909091;{12: 157653, 2: 157653, 3: 315306, 4: 157653, 6: 643385, 7: 157653}
Avril Lavigne;Rock N Roll;0:26:29;1589025;9;23/01/2023;24/10/2023;3;0.25;{1: 208710, 3: 206680, 5: 206680, 6: 413360, 8: 206680, 9: 206680, 10: 140235}
Selena Gomez;Same Old Love;0:26:28;1588764;7;03/12/2022;26/10/2023;3;0.3;{12: 901524, 3: 229080, 10: 458160}
One Direction;Still The One;0:26:25;1585577;9;11/12/2022;26/11/2023;4;0.3076923076923077;{12: 364266, 3: 364266, 5: 310646, 6: 182133, 7: 182133, 11: 182133}
One Direction;Right Now;0:26:24;1584242;9;11/12/2022;17/10/2023;4;0.3076923076923077;{12: 200400, 1: 133228, 3: 200400, 5: 200400, 6: 449014, 10: 400800}
Lil Nas X;THATS WHAT I WANT;0:26:22;1582911;11;09/01/2023;10/06/2023;4;0.26666666666666666;{1: 431703, 2: 287802, 3: 143901, 4: 431703, 5: 143901, 6: 143901}
Bizarrap;"Tiago PZK: Bzrp Music Sessions; Vol. 48";0:26:19;1579006;10;14/12/2022;27/07/2023;12;0.5454545454545454;{12: 480000, 1: 160000, 2: 299006, 4: 160000, 5: 160000, 6: 160000, 7: 160000}
Joshua Bassett;SHE SAID HE SAID SHE SAID;0:26:15;1575790;10;06/12/2022;25/10/2023;5;0.3333333333333333;{12: 629300, 1: 157325, 2: 317190, 5: 157325, 10: 314650}
Selena Gomez & The Scene;Tell Me Something I Don't Know;0:26:11;1571035;9;03/12/2022;31/10/2023;1;0.1;{12: 350666, 4: 175333, 5: 350666, 7: 168371, 10: 525999}
Dua Lipa;Fever;0:26:09;1569100;10;03/12/2022;16/10/2023;3;0.23076923076923078;{12: 313820, 1: 156910, 4: 313820, 5: 313820, 6: 313820, 10: 156910}
High School Musical Cast;Walk Away;0:26:08;1568927;7;23/02/2023;20/09/2023;3;0.3;{2: 228026, 4: 228026, 5: 228026, 6: 684078, 9: 200771}
Rihanna;Love On The Brain;0:26:08;1568000;7;07/02/2023;16/03/2023;1;0.125;{2: 448000, 3: 1120000}
Justin Bieber;Ghost;0:26:04;1564764;11;23/03/2023;06/11/2023;1;0.08333333333333333;{3: 153190, 4: 153190, 5: 153190, 6: 492434, 10: 459570, 11: 153190}
Bruno Mars;When I Was Your Man;0:26:03;1563954;9;17/12/2022;23/05/2023;2;0.18181818181818182;{12: 630686, 1: 505616, 4: 213826, 5: 213826}
One Direction;Love You Goodbye;0:26:01;1561820;8;02/01/2023;31/10/2023;7;0.4666666666666667;{1: 196933, 3: 393866, 5: 380222, 6: 393866, 10: 196933}
Olivia Rodrigo;"Wondering - From ""High School Musical: The Musical: The Series""";0:26:01;1561767;7;11/12/2022;31/05/2023;2;0.2222222222222222;{12: 450762, 1: 434862, 2: 225381, 3: 225381, 5: 225381}
Camila Cabello;Bam Bam (feat. Ed Sheeran);0:26:00;1560592;9;15/12/2022;01/07/2023;5;0.35714285714285715;{12: 206070, 1: 206070, 2: 206070, 3: 412140, 4: 158889, 5: 165283, 7: 206070}
Spice Girls;Wannabe;0:25:57;1557234;9;01/12/2022;01/07/2023;6;0.4;{12: 692104, 1: 173026, 4: 173026, 5: 346052, 7: 173026}
Olivia Rodrigo;"jealousy; jealousy";0:25:54;1554679;10;18/02/2023;11/10/2023;1;0.09090909090909091;{2: 173160, 3: 173160, 4: 173160, 6: 692912, 7: 169127, 10: 173160}
Joshua Bassett;Different;0:25:53;1553655;8;06/12/2022;23/05/2023;5;0.38461538461538464;{12: 778431, 2: 193806, 3: 193806, 5: 387612}
Coldplay;My Universe;0:25:51;1551377;8;04/01/2023;07/11/2023;6;0.42857142857142855;{1: 502445, 5: 452396, 6: 226198, 7: 144140, 11: 226198}
Maroon 5;Payphone;0:25:47;1547095;7;23/03/2023;23/10/2023;4;0.36363636363636365;{3: 231173, 4: 183658, 5: 462346, 6: 231173, 9: 207572, 10: 231173}
Coldplay;A Sky Full of Stars;0:25:41;1541517;8;23/01/2023;16/10/2023;5;0.38461538461538464;{1: 1260, 3: 626090, 5: 267866, 6: 267155, 10: 379146}
Cast of High School Musical: The Musical: The Series;"Born to Be Brave - From ""High School Musical: The Musical: The Series""";0:25:37;1537590;8;07/12/2022;11/05/2023;0;0.0;{12: 782640, 2: 189870, 3: 189870, 4: 189870, 5: 185340}
Conan Gray;Maniac;0:25:35;1535667;10;23/01/2023;23/11/2023;6;0.375;{1: 186963, 3: 185773, 6: 419839, 8: 185773, 10: 371546, 11: 185773}
Louis Tomlinson;Miss You;0:25:29;1529920;9;05/12/2022;06/10/2023;5;0.35714285714285715;{12: 313944, 1: 182026, 4: 182026, 5: 182026, 6: 305846, 10: 364052}
Louis Tomlinson;Two of Us;0:25:25;1525040;7;03/12/2022;25/10/2023;4;0.36363636363636365;{12: 653587, 5: 217855, 6: 435732, 10: 217866}
Taylor Swift;"Beautiful Ghosts - From The Motion Picture Soundtrack ""Cats""";0:25:18;1518495;11;26/03/2023;15/11/2023;25;0.6944444444444444;{3: 328633, 4: 383728, 6: 261053, 8: 120966, 9: 367809, 11: 56306}
Ross Lynch;That's How We Do;0:25:14;1514252;8;27/01/2023;26/11/2023;3;0.2727272727272727;{1: 216400, 2: 216400, 4: 216400, 6: 365584, 7: 216400, 11: 283068}
Niall Horan;New Angel;0:25:13;1513862;9;03/12/2022;06/11/2023;1;0.1;{12: 567702, 2: 189232, 6: 378464, 10: 189232, 11: 189232}
One Direction;I Should Have Kissed You;0:25:11;1511531;7;31/01/2023;14/11/2023;0;0.0;{1: 215933, 5: 431866, 6: 431866, 8: 215933, 11: 215933}
The Clash;Should I Stay or Should I Go - Remastered;0:25:07;1507412;8;25/01/2023;14/11/2023;3;0.2727272727272727;{1: 188240, 4: 188986, 5: 753706, 6: 188240, 11: 188240}
Niall Horan;Meltdown;0:25:06;1506583;11;01/05/2023;26/10/2023;5;0.3125;{5: 314842, 6: 459111, 7: 153037, 10: 579593}
Dua Lipa;Hotter Than Hell;0:25:05;1505293;9;31/01/2023;16/10/2023;3;0.25;{1: 1637, 3: 187957, 4: 187957, 6: 375914, 8: 187957, 9: 187957, 10: 375914}
One Direction;Nobody Compares;0:25:03;1503215;8;03/12/2022;07/11/2023;4;0.3333333333333333;{12: 423252, 3: 423252, 5: 423252, 10: 21833, 11: 211626}
Miley Cyrus;Handstand;0:25:03;1503084;8;10/03/2023;21/03/2023;1;0.1111111111111111;{3: 1503084}
Olivia Rodrigo;hope ur ok;0:24:57;1497409;8;01/12/2022;11/10/2023;6;0.42857142857142855;{12: 449609, 3: 419120, 5: 209560, 6: 209560, 10: 209560}
Dua Lipa;We're Good;0:24:56;1496970;9;07/12/2022;01/08/2023;4;0.3076923076923077;{12: 344567, 1: 325074, 3: 496317, 5: 165506, 8: 165506}
One Direction;"C'mon; C'mon";0:24:56;1496321;10;09/12/2022;18/10/2023;4;0.2857142857142857;{12: 164680, 1: 315535, 3: 329360, 5: 329360, 6: 274023, 10: 83363}
One Direction;Up All Night;0:24:50;1490545;9;04/12/2022;01/07/2023;3;0.25;{12: 196847, 1: 125540, 3: 389386, 4: 194693, 6: 389386, 7: 194693}
Olly Murs;Wrapped Up (feat. Travie McCoy);0:24:44;1484144;8;25/01/2023;16/10/2023;2;0.2;{1: 185629, 2: 185333, 3: 556295, 5: 185629, 6: 185629, 10: 185629}
Niall Horan;Black And White;0:24:43;1483725;8;02/12/2022;23/11/2023;3;0.2727272727272727;{12: 579267, 5: 193089, 7: 193089, 10: 386178, 11: 132102}
Major Lazer;Cold Water (feat. Justin Bieber & MØ);0:24:43;1483678;9;23/01/2023;02/07/2023;3;0.25;{1: 870, 2: 370702, 3: 370702, 4: 370702, 6: 185351, 7: 185351}
Cody Simpson;La Da Dee;0:24:42;1482329;8;15/12/2022;16/10/2023;4;0.3333333333333333;{12: 196786, 2: 196786, 3: 196786, 5: 196786, 6: 104827, 7: 196786, 10: 393572}
Big Red Machine;Birch;0:24:26;1466391;14;25/03/2023;27/11/2023;13;0.48148148148148145;{3: 196713, 4: 155543, 6: 305556, 7: 363571, 8: 73631, 9: 268609, 11: 102768}
